No.,Title,URL,View,Date
101,4차 산업혁명 시대에서의 보안 가치와 전략,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=12&skey=&keyword=&mode=view&bltn_seq=495,857,2018.01.23
102,"[이슈기획] 인텔 CPU 게이트, 국내 여파와 전망",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=12&skey=&keyword=&mode=view&bltn_seq=490,644,2018.01.10
103,[기고] 사이버공간과 가상화폐의 역기능,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=12&skey=&keyword=&mode=view&bltn_seq=489,"1,023",2018.01.09
104,“法·정책 정비하고 ‘경제안보’ 전문인력 양성...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=12&skey=&keyword=&mode=view&bltn_seq=473,759,2017.12.21
105,산업보안관리사 합격,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=12&skey=&keyword=&mode=view&bltn_seq=471,"1,746",2017.12.18
106,2017 제3회 산업보안 한마음 대회 개최,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=12&skey=&keyword=&mode=view&bltn_seq=467,"1,138",2017.12.05
107, ‘Center for Security Intelligence’ 개소,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=12&skey=&keyword=&mode=view&bltn_seq=465,"1,100",2017.12.01
108,[칼럼] EMP 방호 이슈 통해 본 보안의 미래,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=12&skey=&keyword=&mode=view&bltn_seq=449,950,2017.11.17
109,정보보호 공시제도의 갈 길,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=13&skey=&keyword=&mode=view&bltn_seq=446,"1,195",2017.11.15
110,중앙대 산업보안학과 대학(원)생 '2017산업보안 ...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=13&skey=&keyword=&mode=view&bltn_seq=437,"1,303",2017.10.28
111,중앙대 산업보안학과 대학(원)생 '2017 산업보안...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=13&skey=&keyword=&mode=view&bltn_seq=434,"1,559",2017.10.25
112,'융복합 시대' 교육의 변화,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=13&skey=&keyword=&mode=view&bltn_seq=429,"1,040",2017.10.18
113,2017 금융 아이디어 공모전 우수논문상 수상,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=13&skey=&keyword=&mode=view&bltn_seq=425,"1,460",2017.10.12
114,[JTBC]가상화폐 열풍에 묻지마 투자·범죄까지…'...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=13&skey=&keyword=&mode=view&bltn_seq=413,"1,250",2017.09.12
115,제2차 미래보건의료포럼 개최,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=13&skey=&keyword=&mode=view&bltn_seq=404,897,2017.09.01
116,R&D 성과 활용 극대화를 위한 연구 보안의 중요성,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=13&skey=&keyword=&mode=view&bltn_seq=401,900,2017.08.25
117,산업보안 발전을 위한 법제 개선방안 정택 토론회...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=13&skey=&keyword=&mode=view&bltn_seq=400,885,2017.08.25
118,제4차 산업혁명 환경 구축을 위한 미래 산업기술...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=14&skey=&keyword=&mode=view&bltn_seq=399,604,2017.08.25
119,국제학술대회 ICSSC 2017’ 우수논문상(Best Pape...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=14&skey=&keyword=&mode=view&bltn_seq=386,667,2017.08.10
120,중앙대 산업보안학과 재학생 두산중공업과 경남지...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=14&skey=&keyword=&mode=view&bltn_seq=385,884,2017.08.10
121,"중앙대 산업보안학과 대학원생, '정보처리학회'에...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=14&skey=&keyword=&mode=view&bltn_seq=384,747,2017.08.10
122,"중앙대학교 산업보안학과 대학원생, '2017 전자거...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=14&skey=&keyword=&mode=view&bltn_seq=383,835,2017.08.10
123,중앙대 산업보안학과 학부생 '2017 경영정보관련 ...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=14&skey=&keyword=&mode=view&bltn_seq=382,915,2017.08.09
124,중앙대 산업보안학과 학부생 ‘2017 하계공동학술...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=14&skey=&keyword=&mode=view&bltn_seq=381,963,2017.08.09
125,중앙대 산업보안학과 학부생 ‘2017 전자거래학회...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=14&skey=&keyword=&mode=view&bltn_seq=377,749,2017.08.06
126,[디지털타임스] 4차 산업혁명 차세대 생체인식 기...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=14&skey=&keyword=&mode=view&bltn_seq=374,733,2017.08.03
127,중앙대 산업보안학과 학부생 ‘2017 대학생 금융...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=15&skey=&keyword=&mode=view&bltn_seq=373,"1,260",2017.07.31
128,'2017년 K-MOOC' 사업 최종 선정,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=15&skey=&keyword=&mode=view&bltn_seq=349,"1,036",2017.05.18
129,2017년도 산업보안 특성화학과 육성사업 선정,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=15&skey=&keyword=&mode=view&bltn_seq=348,"1,055",2017.05.18
130,제7회 국제 지식재산권 및 산업보안 컨퍼런스,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=15&skey=&keyword=&mode=view&bltn_seq=347,846,2017.05.18
131,제4차 인증전문가 포럼...디지털 신원 확인 방법 ...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=15&skey=&keyword=&mode=view&bltn_seq=334,"1,059",2017.04.21
132,노르웨이 NTNU 대학원생 및 교수 방문,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=15&skey=&keyword=&mode=view&bltn_seq=319,"1,295",2017.04.07
133,중앙대 - 금융보안원 '금융산업 보안 연구협력 및...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=15&skey=&keyword=&mode=view&bltn_seq=312,879,2017.03.22
134,커리큘럼 인증패 및 우수 강의계획서 수상자 상패...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=15&skey=&keyword=&mode=view&bltn_seq=303,931,2017.03.07
135,패스워드 증후군 방지... 2017 생체인증 이슈들 -...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=15&skey=&keyword=&mode=view&bltn_seq=293,887,2017.02.19
136,"정부, 기업 기술유출 처벌 강화 및 영업비밀 범위...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=16&skey=&keyword=&mode=view&bltn_seq=287,706,2017.01.31
137,"기업 정보 지키는 보안 전문가 양성, 중앙대 산업...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=16&skey=&keyword=&mode=view&bltn_seq=271,"1,329",2016.12.14
138,'2016 제2회 산업보안 한마음' 개최,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=16&skey=&keyword=&mode=view&bltn_seq=262,"1,345",2016.12.05
139,중앙대학교 산업보안정책연구소 주관 FIDO인증 및...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=16&skey=&keyword=&mode=view&bltn_seq=261,"1,093",2016.11.25
140,"중앙대학교 산업보안학과 대학원생, 'K-ICT투어포...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=16&skey=&keyword=&mode=view&bltn_seq=260,"1,419",2016.11.24
141,"네트워크 및 보안 솔루션 전문기업 ""오픈베이스""...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=16&skey=&keyword=&mode=view&bltn_seq=259,886,2016.11.24
142,보안 엔지니어 커리어와 필요역량 특강 개최,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=16&skey=&keyword=&mode=view&bltn_seq=257,"1,072",2016.11.24
143,중앙대 산업보안학과 대학(원)생 ‘2016 산업보안...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=16&skey=&keyword=&mode=view&bltn_seq=248,"1,045",2016.11.02
144,금융보안원 함상열 본부장의 보안사고대응 및 관...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=16&skey=&keyword=&mode=view&bltn_seq=247,878,2016.11.02
145,생체인증(FIDO) 관련 이기혁교수님 라디오 인터뷰,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=17&skey=&keyword=&mode=view&bltn_seq=244,967,2016.10.20
146,산업보안학과 LG CNS 산업 시찰,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=17&skey=&keyword=&mode=view&bltn_seq=238,983,2016.10.08
147,"삼성전자 반도체회사 팀장, 핵심 정보 빼내다 적...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=17&skey=&keyword=&mode=view&bltn_seq=237,847,2016.10.07
148,지능정보사회의 보안문화 정착 - 보안리더스포럼,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=17&skey=&keyword=&mode=view&bltn_seq=229,"1,012",2016.09.22
149,경영경제대학 산업보안펀드 발전 기금 전달식 열...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=17&skey=&keyword=&mode=view&bltn_seq=226,969,2016.09.13
150,"중앙대학교 산업보안학과, “산업보안 특성화학과...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=17&skey=&keyword=&mode=view&bltn_seq=216,"1,356",2016.08.17
151,한국포렌식학회 조근호 회장 “디지털 포렌식 어...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=17&skey=&keyword=&mode=view&bltn_seq=200,"1,468",2016.05.27
152,‘보안리더스 포럼’ 출범식 및 1차 포럼개최,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=17&skey=&keyword=&mode=view&bltn_seq=197,"1,233",2016.05.23
153,산업보안학과 자유학기제 프로그램 참여를 통한 ...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=17&skey=&keyword=&mode=view&bltn_seq=196,"1,515",2016.05.13
154,"중앙대 산업보안학과 대학(원)생, ‘2016 한국전...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=18&skey=&keyword=&mode=view&bltn_seq=195,"1,602",2016.05.12
155,"중앙대학교 산업보안학과, 경찰청 사이버안전국 ...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=18&skey=&keyword=&mode=view&bltn_seq=185,"1,667",2016.03.25
156,[대학세상] 중앙대 산업보안학과,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=18&skey=&keyword=&mode=view&bltn_seq=178,"1,867",2016.03.17
157,중앙대-ASIS한국서울협회 MOU 체결... 보안전문가...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=18&skey=&keyword=&mode=view&bltn_seq=174,988,2016.03.11
158,전세계에 중계되는 CCTV 속 사생활…처벌 어떻게?,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=18&skey=&keyword=&mode=view&bltn_seq=164,886,2016.01.22
159,"중앙대 산업보안학과 대학원(융합보안학과), ‘BK...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=18&skey=&keyword=&mode=view&bltn_seq=161,"1,002",2015.12.23
160,"중앙대 산업보안학과 대학원생, ‘(사)한국산업보...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=18&skey=&keyword=&mode=view&bltn_seq=151,"1,531",2015.12.08
161,이창무 교수님 산업보안연구학회 학회장 취임 ,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=18&skey=&keyword=&mode=view&bltn_seq=150,"1,209",2015.12.08
162,"중앙대학교 산업보안학과, ‘산업보안 한마음’ ...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=18&skey=&keyword=&mode=view&bltn_seq=149,"1,784",2015.12.08
163,"중앙대 산업보안학과 대학원생, ‘(사)한국경영정...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=19&skey=&keyword=&mode=view&bltn_seq=146,"1,416",2015.11.26
164,"김동식, ㈜두산 보안감사부장 “그룹보안 Governa...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=19&skey=&keyword=&mode=view&bltn_seq=145,757,2015.11.26
165,KBS 김민정 PD “창과 방패의 전쟁 취재 뒷이야기...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=19&skey=&keyword=&mode=view&bltn_seq=138,"1,148",2015.11.19
166,두산 인프라코어 “산업보안현장 탐방”,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=19&skey=&keyword=&mode=view&bltn_seq=137,"1,315",2015.11.19
167,심춘식 SK 하이닉스 인재개발원장 “현장에서 요...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=19&skey=&keyword=&mode=view&bltn_seq=136,"1,020",2015.11.19
168,"남상봉, KT 법무센터장 “산업기술 침해사례와 대...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=19&skey=&keyword=&mode=view&bltn_seq=135,"1,120",2015.11.19
169,"중앙대 산업보안학과 대학(원)생, ‘5세대 이동통...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=19&skey=&keyword=&mode=view&bltn_seq=127,"1,429",2015.11.06
170,중국서 당신을 엿본다…CCTV에 해킹 프로그램 내...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=19&skey=&keyword=&mode=view&bltn_seq=114,977,2015.09.22
171,"중앙대, ‘산업보안 특성화 학과 지원 시범사업’...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=19&skey=&keyword=&mode=view&bltn_seq=109,"1,242",2015.08.26
172,중국발 인바운드 M&A 가속화‥기회로 삼아야,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=20&skey=&keyword=&mode=view&bltn_seq=102,927,2015.07.24
173,산업보안에도 인문·경영학적 사고가 중요하다,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=20&skey=&keyword=&mode=view&bltn_seq=85,880,2015.06.29
174,"추적60분-산업스파이, 창과 방패의 전쟁 (장항배 ...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=20&skey=&keyword=&mode=view&bltn_seq=80,"1,389",2015.06.17
175,다빈치인재개발원 취업 특강 개최,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=20&skey=&keyword=&mode=view&bltn_seq=68,978,2015.06.02
176,"대담하고 지능적인 기술유출, 산업보안이 뒷받침...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=20&skey=&keyword=&mode=view&bltn_seq=56,734,2015.05.18
177,"산업기술 보호 강화, 어떤 정책이 필요한가?",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=20&skey=&keyword=&mode=view&bltn_seq=55,787,2015.05.18
178,상상이 현실로! ‘사물인터넷’ 어디까지 왔나?,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=20&skey=&keyword=&mode=view&bltn_seq=52,920,2015.05.08
179,정보보호 거버넌스 이슈 해결 위한 5가지 과제,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=20&skey=&keyword=&mode=view&bltn_seq=51,707,2015.05.08
180,중앙대 대학원 ‘산업융합보안학과’ 개설,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=20&skey=&keyword=&mode=view&bltn_seq=35,"1,355",2015.01.28
181,중앙대 2015 대입 정시 전략,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=21&skey=&keyword=&mode=view&bltn_seq=32,"1,079",2014.12.17
182,"미래산업 수요대비, 명품인재 양성",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=21&skey=&keyword=&mode=view&bltn_seq=31,825,2014.12.17
183,"중앙대-PwC 컨설팅, 산학협력 MOU 체결",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=21&skey=&keyword=&mode=view&bltn_seq=30,635,2014.12.17
184,"이창무 교수님, '크라임 이펙트' 저서 출판",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=21&skey=&keyword=&mode=view&bltn_seq=29,589,2014.12.17
185,해외연수·취업보장·인턴십…특성화 학과 볼수록...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=21&skey=&keyword=&mode=view&bltn_seq=27,606,2014.12.16
186,정보보안·산업보안·융합보안 간의 차이를 아시...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=21&skey=&keyword=&mode=view&bltn_seq=25,"3,866",2014.12.16
187,‘혁신의 아이콘’ 중앙대 1697명 선발.. Big7 특...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=21&skey=&keyword=&mode=view&bltn_seq=22,605,2014.12.15
188,산업보안학과 “창의융합형 보안리더 양성의 요람...,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=21&skey=&keyword=&mode=view&bltn_seq=21,"2,857",2014.12.15
189,"장학금에 취업보장, 군복무 대체까지… '인기몰이...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=21&skey=&keyword=&mode=view&bltn_seq=20,930,2014.12.15
190,신설학과를 보면 '미래'가 보인다,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=22&skey=&keyword=&mode=view&bltn_seq=19,678,2014.12.15
191,기술과 정보는 보안장치만으론 못지켜,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=22&skey=&keyword=&mode=view&bltn_seq=17,595,2014.12.15
192,산업보안 40명 뽑아 두둑한 장학혜택,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=22&skey=&keyword=&mode=view&bltn_seq=15,620,2014.12.15
193,"산업보안학과, 글로벌 금융 등 기업 밀착형 인재 ...",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=22&skey=&keyword=&mode=view&bltn_seq=14,651,2014.12.15
194,산업보안 레벨업,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=22&skey=&keyword=&mode=view&bltn_seq=13,608,2014.12.15
195,"중앙대, 산업보안학과 신설된 이유는? ",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=22&skey=&keyword=&mode=view&bltn_seq=12,603,2014.12.15
196,IoT산업 발전위해 보안문제 해결해야,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=22&skey=&keyword=&mode=view&bltn_seq=11,547,2014.12.15
197,"중앙대, LG CNS와 산업보안 관련 산학 협력 맺어",http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=22&skey=&keyword=&mode=view&bltn_seq=10,715,2014.11.10
198,중앙대-에스원 산업보안 연구협력 MOU,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=22&skey=&keyword=&mode=view&bltn_seq=9,909,2014.11.10
199,중앙대학교 ITRC 산업보안연구센터 개소,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=23&skey=&keyword=&mode=view&bltn_seq=8,759,2014.11.10
200,중앙대 일반대학원 융합보안학과 신입생 모집,http://security.cau.ac.kr/board.htm?bbsid=news&ctg_cd=&page=23&skey=&keyword=&mode=view&bltn_seq=7,696,2014.11.10
